Term,Career,ClassNbr,Subject,CatalogNbr,Section,Title,Topic,MinHrs,MaxHrs,MaxEnr,Enr,InstructorName,GradeBasis,ClassStatus
5169,GSAS,3636,CS, 598R,CLIF,Rotation Project,,3,3,999,1,"Clifford,Gari D.",OPT,Active
5181,GSAS,5991,CS, 598R,6,Rotation Project,,3,3,10,2,"Clifford,Gari D.",OPT,Active
5181,GSAS,6034,CS, 799R,6,Dissertation Research,,1,9,10,1,"Clifford,Gari D.",GRD,Active
5151,UCOL,6653,CS, 497R,COOP,Directed Study,,1,3,999,2,"Cooper,Lee Alex Donald",OPT,Active
5169,GSAS,3629,CS, 534,000,Machine Learning,,3,3,30,58,"Cooper,Lee Alex Donald",GRD,Active
5149,GSAS,9749,CS, 574,000,Machine Learning,,3,3,23,24,"Cooper,Lee Alex Donald",GRD,Active
5136,GSAS,2561,CS, 597R,COOP,Directed Study,,1,12,999,1,"Cooper,Lee Alex Donald",OPT,Active
5151,GSAS,6113,CS, 597R,COOP,Directed Study,,1,9,999,1,"Cooper,Lee Alex Donald",OPT,Active
5156,GSAS,2411,CS, 597R,COOP,Directed Study,,1,9,999,1,"Cooper,Lee Alex Donald",OPT,Active
5159,GSAS,6330,CS, 597R,COOP,Directed Study,,1,9,999,1,"Cooper,Lee Alex Donald",OPT,Active
5161,GSAS,6339,CS, 597R,COOP,Directed Study,,1,9,999,2,"Cooper,Lee Alex Donald",OPT,Active
5169,GSAS,6404,CS, 597R,COOP,Directed Study,,1,9,999,1,"Cooper,Lee Alex Donald",OPT,Active
5179,GSAS,6584,CS, 597R,7,Directed Study,,1,9,10,1,"Cooper,Lee Alex Donald",OPT,Active
5136,GSAS,2555,CS, 598R,COOP,Rotation Project,,4,4,999,1,"Cooper,Lee Alex Donald",OPT,Active
5151,GSAS,6382,CS, 598R,COOP,Rotation Project,,3,3,999,2,"Cooper,Lee Alex Donald",OPT,Active
5159,GSAS,5756,CS, 598R,COOP,Rotation Project,,3,3,999,3,"Cooper,Lee Alex Donald",OPT,Active
5171,GSAS,6583,CS, 598R,COOP,Rotation Project,,3,3,999,2,"Cooper,Lee Alex Donald",OPT,Active
5179,GSAS,6533,CS, 598R,7,Rotation Project,,3,3,10,1,"Cooper,Lee Alex Donald",OPT,Active
5181,GSAS,6292,CS, 598R,7,Rotation Project,,3,3,10,2,"Cooper,Lee Alex Donald",OPT,Active
5139,GSAS,6320,CS, 599R,COOP,Research,,1,9,999,1,"Cooper,Lee Alex Donald",OPT,Active
5171,GSAS,6271,CS, 599R,COOP,Research,,1,9,999,1,"Cooper,Lee Alex Donald",OPT,Active
5141,GSAS,6376,CS, 799R,COOP,Dissertation Research,,1,9,999,1,"Cooper,Lee Alex Donald",GRD,Active
5149,GSAS,9888,CS, 799R,COOP,Dissertation Research,,1,9,999,1,"Cooper,Lee Alex Donald",OPT,Active
5151,GSAS,6307,CS, 799R,COOP,Dissertation Research,,1,9,999,1,"Cooper,Lee Alex Donald",GRD,Active
5159,GSAS,3420,CS, 799R,COOP,Dissertation Research,,1,9,999,2,"Cooper,Lee Alex Donald",GRD,Active
5161,GSAS,6556,CS, 799R,COOP,Dissertation Research,,1,9,999,1,"Cooper,Lee Alex Donald",GRD,Active
5166,GSAS,2355,CS, 799R,COOP,Dissertation Research,,1,9,999,1,"Cooper,Lee Alex Donald",GRD,Active
5169,GSAS,6408,CS, 799R,COOP,Dissertation Research,,1,9,999,1,"Cooper,Lee Alex Donald",GRD,Active
5171,GSAS,6415,CS, 799R,COOP,Dissertation Research,,1,9,999,1,"Cooper,Lee Alex Donald",GRD,Active
5179,GSAS,5806,CS, 799R,1,Dissertation Research,,1,9,999,1,"Cooper,Lee Alex Donald",GRD,Active
5181,GSAS,6129,CS, 799R,7,Dissertation Research,,1,9,10,1,"Cooper,Lee Alex Donald",GRD,Active
5149,GSAS,9910,CS, 799R,CUMM,Dissertation Research,,1,9,999,1,"Cummings,Richard Dale",OPT,Active
5151,GSAS,6434,CS, 799R,CUMM,Dissertation Research,,1,9,999,1,"Cummings,Richard Dale",GRD,Active
5109,UCOL,4274,CS, 224,000,Discrete Structures,,4,4,20,16,"Denas,Olgert",OPT,Active
5131,UCOL,2463,CS, 130R,000,Selected Programming Languages,Programming in Python,2,2,28,26,"Doloc Mihu,Anca",OPT,Active
5131,UCOL,2463,CS, 130R,000,Selected Programming Languages,Programming in Python,2,2,28,26,"Doloc Mihu,Anca",OPT,Active
5136,UCOL,1178,CS, 170,00A,Intro to Computer Science I,,4,4,30,24,"Doloc Mihu,Anca",OPT,Active
5146,UCOL,1166,CS, 170,00A,Intro to Computer Science I,,4,4,27,26,"Doloc Mihu,Anca",OPT,Active
5146,UCOL,1166,CS, 170,00A,Intro to Computer Science I,,4,4,27,26,"Doloc Mihu,Anca",OPT,Active
5151,UCOL,3548,CS, 170,003,Intro to Computer Science I,,4,4,30,24,"Doloc Mihu,Anca",OPT,Active
5151,UCOL,3548,CS, 170,003,Intro to Computer Science I,,4,4,30,24,"Doloc Mihu,Anca",OPT,Active
5169,UCOL,3610,CS, 171,000,Intro to Computer Science II,,3,3,59,49,"Doloc Mihu,Anca",OPT,Active
5171,UCOL,4423,CS, 171,002,Intro to Computer Science II,,3,3,55,37,"Doloc Mihu,Anca",OPT,Active
5159,UCOL,6055,CS, 485,001,Topics in Computer Science,Software Engineering,3,3,18,15,"Doloc Mihu,Anca",OPT,Active
5159,GSAS,6056,CS, 540,000,Software Engineering,,3,3,10,8,"Doloc Mihu,Anca",GRD,Active
5176,UCOL,1026,CS, 224,00C,Discrete Structures,,3,3,35,14,"Elliott,Bradley",OPT,Active
5121,UCOL,2548,CS, 130R,001,Selected Programming Languages,Programming in Python,2,2,20,17,"Fan,Liyue",SUS,Active
5121,UCOL,2548,CS, 130R,001,Selected Programming Languages,Programming in Python,2,2,20,17,"Fan,Liyue",SUS,Active
5161,UCOL,2873,CS, 170,000,Intro to Computer Science I,,4,4,29,30,"Fossati,David",OPT,Active
5161,UCOL,2873,CS, 170,000,Intro to Computer Science I,,4,4,29,30,"Fossati,David",OPT,Active
5161,UCOL,2874,CS, 170,001,Intro to Computer Science I,,4,4,29,29,"Fossati,David",OPT,Active
5161,UCOL,2874,CS, 170,001,Intro to Computer Science I,,4,4,29,29,"Fossati,David",OPT,Active
5161,UCOL,2875,CS, 170,002,Intro to Computer Science I,,4,4,29,29,"Fossati,David",OPT,Active
5161,UCOL,2875,CS, 170,002,Intro to Computer Science I,,4,4,29,29,"Fossati,David",OPT,Active
5161,UCOL,6513,CS, 170,006,Intro to Computer Science I,,4,4,12,12,"Fossati,David",OPT,Active
5161,UCOL,6513,CS, 170,006,Intro to Computer Science I,,4,4,12,12,"Fossati,David",OPT,Active
5169,UCOL,3605,CS, 170,000,Intro to Computer Science I,,4,4,30,28,"Fossati,David",OPT,Active
5169,UCOL,3605,CS, 170,000,Intro to Computer Science I,,4,4,30,28,"Fossati,David",OPT,Active
5169,UCOL,3606,CS, 170,001,Intro to Computer Science I,,4,4,30,28,"Fossati,David",OPT,Active
5169,UCOL,3606,CS, 170,001,Intro to Computer Science I,,4,4,30,28,"Fossati,David",OPT,Active
5169,UCOL,3607,CS, 170,002,Intro to Computer Science I,,4,4,30,27,"Fossati,David",OPT,Active
5169,UCOL,3607,CS, 170,002,Intro to Computer Science I,,4,4,30,27,"Fossati,David",OPT,Active
5169,UCOL,3608,CS, 170,003,Intro to Computer Science I,,4,4,30,28,"Fossati,David",OPT,Active
5169,UCOL,3608,CS, 170,003,Intro to Computer Science I,,4,4,30,28,"Fossati,David",OPT,Active
5169,UCOL,3609,CS, 170,004,Intro to Computer Science I,,4,4,30,23,"Fossati,David",OPT,Active
5169,UCOL,3609,CS, 170,004,Intro to Computer Science I,,4,4,30,23,"Fossati,David",OPT,Active
5169,UCOL,3624,CS, 170,006,Intro to Computer Science I,,4,4,30,19,"Fossati,David",OPT,Active
5169,UCOL,3624,CS, 170,006,Intro to Computer Science I,,4,4,30,19,"Fossati,David",OPT,Active
5171,UCOL,1971,CS, 170,000,Intro to Computer Science I,,4,4,28,29,"Fossati,David",OPT,Active
5171,UCOL,1971,CS, 170,000,Intro to Computer Science I,,4,4,28,29,"Fossati,David",OPT,Active
5171,UCOL,4417,CS, 170,001,Intro to Computer Science I,,4,4,28,26,"Fossati,David",OPT,Active
5171,UCOL,4417,CS, 170,001,Intro to Computer Science I,,4,4,28,26,"Fossati,David",OPT,Active
5171,UCOL,4418,CS, 170,002,Intro to Computer Science I,,4,4,28,28,"Fossati,David",OPT,Active
5171,UCOL,4418,CS, 170,002,Intro to Computer Science I,,4,4,28,28,"Fossati,David",OPT,Active
5179,UCOL,3456,CS, 170,1,Intro to Computer Science I,,4,4,29,13,"Fossati,David",OPT,Active
5179,UCOL,3456,CS, 170,1,Intro to Computer Science I,,4,4,29,13,"Fossati,David",OPT,Active
5179,UCOL,3457,CS, 170,2,Intro to Computer Science I,,4,4,29,26,"Fossati,David",OPT,Active
5179,UCOL,3457,CS, 170,2,Intro to Computer Science I,,4,4,29,26,"Fossati,David",OPT,Active
5179,UCOL,3458,CS, 170,3,Intro to Computer Science I,,4,4,29,24,"Fossati,David",OPT,Active
5179,UCOL,3458,CS, 170,3,Intro to Computer Science I,,4,4,29,24,"Fossati,David",OPT,Active
5179,UCOL,3459,CS, 170,4,Intro to Computer Science I,,4,4,29,29,"Fossati,David",OPT,Active
5179,UCOL,3459,CS, 170,4,Intro to Computer Science I,,4,4,29,29,"Fossati,David",OPT,Active
5179,UCOL,3460,CS, 170,5,Intro to Computer Science I,,4,4,29,22,"Fossati,David",OPT,Active
5179,UCOL,3460,CS, 170,5,Intro to Computer Science I,,4,4,29,22,"Fossati,David",OPT,Active
5179,UCOL,3461,CS, 170,6,Intro to Computer Science I,,4,4,29,15,"Fossati,David",OPT,Active
5179,UCOL,3461,CS, 170,6,Intro to Computer Science I,,4,4,29,15,"Fossati,David",OPT,Active
5179,UCOL,6492,CS, 170,7,Intro to Computer Science I,,4,4,25,25,"Fossati,David",OPT,Active
5179,UCOL,6492,CS, 170,7,Intro to Computer Science I,,4,4,25,25,"Fossati,David",OPT,Active
5179,UCOL,6493,CS, 170,8,Intro to Computer Science I,,4,4,25,23,"Fossati,David",OPT,Active
5179,UCOL,6493,CS, 170,8,Intro to Computer Science I,,4,4,25,23,"Fossati,David",OPT,Active
5179,UCOL,6494,CS, 170,9,Intro to Computer Science I,,4,4,25,25,"Fossati,David",OPT,Active
5179,UCOL,6494,CS, 170,9,Intro to Computer Science I,,4,4,25,25,"Fossati,David",OPT,Active
5181,UCOL,1847,CS, 170,1,Intro to Computer Science I,,4,4,30,28,"Fossati,David",OPT,Active
5181,UCOL,1847,CS, 170,1,Intro to Computer Science I,,4,4,30,28,"Fossati,David",OPT,Active
5181,UCOL,1848,CS, 170,2,Intro to Computer Science I,,4,4,30,29,"Fossati,David",OPT,Active
5181,UCOL,1848,CS, 170,2,Intro to Computer Science I,,4,4,30,29,"Fossati,David",OPT,Active
5181,UCOL,1849,CS, 170,3,Intro to Computer Science I,,4,4,30,29,"Fossati,David",OPT,Active
5181,UCOL,1849,CS, 170,3,Intro to Computer Science I,,4,4,30,29,"Fossati,David",OPT,Active
5181,UCOL,1850,CS, 170,4,Intro to Computer Science I,,4,4,30,29,"Fossati,David",OPT,Active
5181,UCOL,1850,CS, 170,4,Intro to Computer Science I,,4,4,30,29,"Fossati,David",OPT,Active
5181,UCOL,1851,CS, 170,5,Intro to Computer Science I,,4,4,30,28,"Fossati,David",OPT,Active
5181,UCOL,1851,CS, 170,5,Intro to Computer Science I,,4,4,30,28,"Fossati,David",OPT,Active
5181,UCOL,1852,CS, 170,6,Intro to Computer Science I,,4,4,30,27,"Fossati,David",OPT,Active
5181,UCOL,1852,CS, 170,6,Intro to Computer Science I,,4,4,30,27,"Fossati,David",OPT,Active
5161,UCOL,2880,CS, 171,001,Intro to Computer Science II,,3,3,50,37,"Fossati,David",OPT,Active
5171,UCOL,1975,CS, 323,000,Data Structures and Algorithms,,3,3,37,35,"Fossati,David",OPT,Active
5161,UCOL,2887,CS, 370,000,Computer Science Practicum,,3,3,36,27,"Fossati,David",OPT,Active
5171,UCOL,1979,CS, 370,000,Computer Science Practicum,,3,3,35,35,"Fossati,David",OPT,Active
5179,UCOL,6629,CS, 497R,36,Directed Study,,1,3,10,2,"Fossati,David",OPT,Active
5181,UCOL,6231,CS, 497R,36,Directed Study,,1,3,999,5,"Fossati,David",OPT,Active
5169,GSAS,3634,CS, 590,000,Teaching Seminar (TATTO Req.),,1,1,25,15,"Fossati,David",SUS,Active
5176,GSAS,2420,CS, 598R,FOSS,Rotation Project,,3,3,999,0,"Fossati,David",OPT,Active
5179,GSAS,6607,CS, 598R,30,Rotation Project,,3,3,10,1,"Fossati,David",OPT,Active
5181,GSAS,6459,CS, 598R,36,Rotation Project,,3,3,10,1,"Fossati,David",OPT,Active
5171,GSAS,6544,CS, 584,002,Topics In Computer Science,Professional Development,3,3,999,0,"Fowler,Paul G",OPT,Active
5171,GSAS,6640,CS, 597R,CHEU,Directed Study,Professional Development,1,1,999,19,"Fowler,Paul G",OPT,Active
5179,GSAS,6399,CS, 597R,4,Directed Study,Professional Development,1,9,30,14,"Fowler,Paul G",OPT,Active
5159,UCOL,3394,CS, 171,000,Intro to Computer Science II,,3,3,38,27,"Gadani,Avani",OPT,Active
5161,UCOL,2881,CS, 171,002,Intro to Computer Science II,,3,3,37,32,"Gadani,Avani",OPT,Active
5171,UCOL,4422,CS, 171,001,Intro to Computer Science II,,3,3,30,30,"Gadani,Avani",OPT,Active
5171,UCOL,4424,CS, 323,001,Data Structures and Algorithms,,3,3,37,30,"Gadani,Avani",OPT,Active
5179,UCOL,6703,CS, 497R,10,Directed Study,,1,3,5,3,"Gadani,Avani",OPT,Active
5161,GSAS,3247,CS, 584,000,Topics In Computer Science,Advanced computer systems,3,3,20,6,"Gadani,Avani",OPT,Active
5169,GSAS,3633,CS, 584,000,Topics In Computer Science,,3,3,15,7,"Gadani,Avani",OPT,Active
5179,GSAS,5980,CS, 584,2,Topics In Computer Science,Advanced computer systems,3,3,15,4,"Gadani,Avani",OPT,Active
5169,GSAS,6657,CS, 597R,WILD,Directed Study,,1,9,999,1,"Gadani,Avani",OPT,Active
5171,GSAS,6277,CS, 597R,GADA,Directed Study,,1,9,999,1,"Gadani,Avani",OPT,Active
5179,GSAS,6252,CS, 597R,10,Directed Study,,1,9,99,2,"Gadani,Avani",OPT,Active
5181,GSAS,6095,CS, 597R,10,Directed Study,,1,9,10,4,"Gadani,Avani",OPT,Active
5169,GSAS,6663,CS, 598R,WILD,Rotation Project,,3,3,999,1,"Gadani,Avani",OPT,Active
5181,GSAS,6428,CS, 598R,10,Rotation Project,,3,3,10,0,"Gadani,Avani",OPT,Active
5151,GSAS,6523,CS, 597R,GALI,Directed Study,,1,9,999,1,"Galinski,Mary R",OPT,Active
5159,GSAS,6230,CS, 597R,GALI,Directed Study,,1,9,999,1,"Galinski,Mary R",OPT,Active
5161,GSAS,6997,CS, 597R,GALI,Directed Study,,5,5,1,1,"Galinski,Mary R",OPT,Active
5149,GSAS,10081,CS, 598R,GALI,Rotation Project,,3,3,999,1,"Galinski,Mary R",OPT,Active
5169,GSAS,6410,CS, 799R,GALI,Dissertation Research,,1,9,999,1,"Galinski,Mary R",GRD,Active
5171,GSAS,6386,CS, 799R,GALI,Dissertation Research,,1,9,999,1,"Galinski,Mary R",GRD,Active
5139,UCOL,1735,CS, 170,002,Intro to Computer Science I,,4,4,28,30,"Garcia Ulloa,Daniel A",OPT,Active
5139,UCOL,1735,CS, 170,002,Intro to Computer Science I,,4,4,28,30,"Garcia Ulloa,Daniel A",OPT,Active
5141,UCOL,4244,CS, 170,002,Intro to Computer Science I,,4,4,27,27,"Garcia Ulloa,Daniel A",OPT,Active
5141,UCOL,4244,CS, 170,002,Intro to Computer Science I,,4,4,27,27,"Garcia Ulloa,Daniel A",OPT,Active
5099,UCOL,3053,CS, 224,000,Discrete Structures,,4,4,15,10,"Gardner,James Johnson",OPT,Active
5149,UCOL,3681,CS, 170,004,Intro to Computer Science I,,4,4,30,31,"Garvey,Clarissa Catherine",OPT,Active
5151,UCOL,3553,CS, 170,005,Intro to Computer Science I,,4,4,30,31,"Garvey,Clarissa Catherine",OPT,Active
5151,UCOL,3553,CS, 170,005,Intro to Computer Science I,,4,4,30,31,"Garvey,Clarissa Catherine",OPT,Active
5101,UCOL,3209,CS, 170,000,Intro to Computer Science I,,4,4,30,24,"Goryczka,Slawomir Adam",OPT,Active
5101,UCOL,3209,CS, 170,000,Intro to Computer Science I,,4,4,30,24,"Goryczka,Slawomir Adam",OPT,Active
5091,GSAS,5585,CS, 598R,03P,Rotation Project,,4,4,999,0,"Gould,Ronald James",OPT,Active
5091,UCOL,1034,CS, 153,000,Computing for Bioinformatics,,4,4,15,7,"Grigni,Michelangelo",OPT,Active
5101,UCOL,3181,CS, 153,000,Computing for Bioinformatics,,4,4,16,10,"Grigni,Michelangelo",OPT,Active
5111,UCOL,3669,CS, 153,000,Computing for Bioinformatics,,4,4,30,16,"Grigni,Michelangelo",OPT,Active
5121,UCOL,2537,CS, 153,000,Computing for Bioinformatics,,4,4,25,11,"Grigni,Michelangelo",OPT,Active
5131,UCOL,2464,CS, 153,000,Computing for Bioinformatics,,4,4,28,24,"Grigni,Michelangelo",OPT,Active
5149,UCOL,8482,CS, 153,000,Computing for Bioinformatics,,3,3,25,24,"Grigni,Michelangelo",OPT,Active
5159,UCOL,3407,CS, 153,000,Computing for Bioinformatics,,3,3,25,18,"Grigni,Michelangelo",OPT,Active
5169,UCOL,3618,CS, 153,000,Computing for Bioinformatics,,3,3,33,24,"Grigni,Michelangelo",OPT,Active
5179,UCOL,3455,CS, 153,1,Computing for Bioinformatics,,3,3,25,18,"Grigni,Michelangelo",OPT,Active
5119,UCOL,2722,CS, 170,002,Intro to Computer Science I,,4,4,31,31,"Grigni,Michelangelo",OPT,Active
5119,UCOL,2722,CS, 170,002,Intro to Computer Science I,,4,4,31,31,"Grigni,Michelangelo",OPT,Active
5119,UCOL,5614,CS, 170,004,Intro to Computer Science I,,4,4,8,9,"Grigni,Michelangelo",OPT,Active
5119,UCOL,5614,CS, 170,004,Intro to Computer Science I,,4,4,8,9,"Grigni,Michelangelo",OPT,Active
5099,UCOL,3048,CS, 171,000,Intro to Computer Science II,,4,4,25,21,"Grigni,Michelangelo",OPT,Active
5109,UCOL,4270,CS, 171,000,Intro to Computer Science II,,4,4,25,18,"Grigni,Michelangelo",OPT,Active
5151,UCOL,3554,CS, 171,000,Intro to Computer Science II,,3,3,39,33,"Grigni,Michelangelo",OPT,Active
5129,UCOL,4590,CS, 224,000,Discrete Structures,,4,4,39,40,"Grigni,Michelangelo",OPT,Active
5139,UCOL,1748,CS, 224,000,Discrete Structures,,3,3,35,39,"Grigni,Michelangelo",OPT,Active
5091,UCOL,2511,CS, 323,000,Data Structures And Algorithms,,4,4,25,9,"Grigni,Michelangelo",OPT,Active
5121,UCOL,2541,CS, 323,000,Data Structures And Algorithms,,4,4,28,34,"Grigni,Michelangelo",OPT,Active
5141,UCOL,4255,CS, 323,000,Data Structures and Algorithms,,3,3,37,36,"Grigni,Michelangelo",OPT,Active
5161,UCOL,2884,CS, 323,000,Data Structures and Algorithms,,3,3,70,63,"Grigni,Michelangelo",OPT,Active
5169,UCOL,3628,CS, 323,001,Data Structures and Algorithms,,3,3,30,16,"Grigni,Michelangelo",OPT,Active
5181,UCOL,1853,CS, 323,1,Data Structures and Algorithms,,3,3,35,32,"Grigni,Michelangelo",OPT,Active
5141,UCOL,4259,CS, 424,000,Theory of Computing,,3,3,25,24,"Grigni,Michelangelo",OPT,Active
5161,UCOL,3229,CS, 424,000,Theory of Computing,,3,3,39,39,"Grigni,Michelangelo",OPT,Active
5171,UCOL,1982,CS, 424,000,Theory of Computing,,3,3,25,40,"Grigni,Michelangelo",OPT,Active
5181,UCOL,1858,CS, 424,1,Theory of Computing,,3,3,25,47,"Grigni,Michelangelo",OPT,Active
5151,UCOL,6654,CS, 495RW,GRIG,Honors,,1,8,999,1,"Grigni,Michelangelo",OPT,Active
5089,GSAS,3344,CS, 524,000,Theory Of Computing,,4,4,15,12,"Grigni,Michelangelo",OPT,Active
5099,GSAS,3068,CS, 524,000,Theory Of Computing,,4,4,15,13,"Grigni,Michelangelo",OPT,Active
5109,GSAS,4292,CS, 524,000,Theory Of Computing,,4,4,16,12,"Grigni,Michelangelo",OPT,Active
5119,GSAS,2683,CS, 524,000,Theory Of Computing,,4,4,25,16,"Grigni,Michelangelo",OPT,Active
5129,GSAS,2112,CS, 524,000,Theory Of Computing,,4,4,16,10,"Grigni,Michelangelo",OPT,Active
5139,GSAS,1758,CS, 524,000,Theory Of Computing,,3,3,16,9,"Grigni,Michelangelo",OPT,Active
5149,GSAS,3699,CS, 524,000,Theory Of Computing,,3,3,16,15,"Grigni,Michelangelo",OPT,Active
5159,GSAS,3402,CS, 524,000,Theory Of Computing,,3,3,25,12,"Grigni,Michelangelo",OPT,Active
5181,GSAS,1908,CS, 524,1,Theory Of Computing,,3,3,5,6,"Grigni,Michelangelo",OPT,Active
5101,GSAS,12586,CS, 526,000,Algorithms,,4,4,16,10,"Grigni,Michelangelo",OPT,Active
5111,GSAS,3308,CS, 526,000,Algorithms,,4,4,25,4,"Grigni,Michelangelo",OPT,Active
5131,GSAS,2566,CS, 526,000,Algorithms,,4,4,20,2,"Grigni,Michelangelo",OPT,Active
5151,GSAS,3577,CS, 526,000,Algorithms,,3,3,16,8,"Grigni,Michelangelo",OPT,Active
5171,GSAS,1986,CS, 526,000,Algorithms,,3,3,25,31,"Grigni,Michelangelo",OPT,Active
5179,GSAS,3475,CS, 526,1,Algorithms,,3,3,30,24,"Grigni,Michelangelo",OPT,Active
5106,GSAS,2440,CS, 597R,1PB,Directed Study,,1,12,999,1,"Grigni,Michelangelo",SUS,Active
5121,GSAS,5378,CS, 597R,GRIG,Directed Study,,1,12,999,1,"Grigni,Michelangelo",OPT,Active
5126,GSAS,2137,CS, 597R,GRIG,Directed Study,,1,12,999,1,"Grigni,Michelangelo",OPT,Active
5151,GSAS,6112,CS, 597R,GRIG,Directed Study,,1,9,999,2,"Grigni,Michelangelo",OPT,Active
5089,GSAS,4430,CS, 598R,02P,Rotation Project,,4,4,999,0,"Grigni,Michelangelo",OPT,Active
5091,GSAS,5586,CS, 598R,04P,Rotation Project,,4,4,999,1,"Grigni,Michelangelo",OPT,Active
5099,GSAS,4138,CS, 598R,03P,Rotation Project,,4,4,999,1,"Grigni,Michelangelo",OPT,Active
5101,GSAS,3223,CS, 598R,04P,Rotation Project,,4,4,999,0,"Grigni,Michelangelo",OPT,Active
5109,GSAS,5231,CS, 598R,GRIG,Rotation Project,,4,4,999,1,"Grigni,Michelangelo",OPT,Active
5111,GSAS,3296,CS, 598R,GRIG,Rotation Project,,4,4,999,0,"Grigni,Michelangelo",OPT,Active
5119,GSAS,2732,CS, 598R,GRIG,Rotation Project,,4,4,999,0,"Grigni,Michelangelo",OPT,Active
5121,GSAS,2515,CS, 598R,GRIG,Rotation Project,,4,4,999,0,"Grigni,Michelangelo",OPT,Active
5129,GSAS,2153,CS, 598R,GRIG,Rotation Project,,4,4,999,0,"Grigni,Michelangelo",OPT,Active
5139,GSAS,1770,CS, 598R,GRIG,Rotation Project,,3,3,999,1,"Grigni,Michelangelo",OPT,Active
5111,GSAS,5248,CS, 599R,GRIG,Research,,1,12,999,1,"Grigni,Michelangelo",OPT,Active
5119,GSAS,2738,CS, 599R,GRIG,Research,,1,12,999,0,"Grigni,Michelangelo",OPT,Active
5121,GSAS,2552,CS, 599R,GRIG,Research,,1,12,999,0,"Grigni,Michelangelo",OPT,Active
5129,GSAS,2193,CS, 599R,GRIG,Research,,1,12,999,1,"Grigni,Michelangelo",OPT,Active
5089,GSAS,3351,CS, 740,000,Topics in Comp & Life Science,,4,4,25,3,"Grigni,Michelangelo",GRD,Active
5111,GSAS,5261,CS, 797R,GRIG,Directed Studies,,1,12,999,1,"Grigni,Michelangelo",OPT,Active
5119,GSAS,2712,CS, 797R,GRIG,Directed Studies,,1,12,999,1,"Grigni,Michelangelo",GRD,Active
5121,GSAS,2553,CS, 797R,GRIG,Directed Studies,,1,12,999,1,"Grigni,Michelangelo",OPT,Active
5129,GSAS,2272,CS, 797R,GRIG,Directed Studies,,1,12,999,0,"Grigni,Michelangelo",GRD,Active
5131,UCOL,2544,CS, 325,000,Artificial Intelligence,,4,4,28,27,"Gunay,Cengiz",OPT,Active
5141,UCOL,4258,CS, 370,000,Computer Science Practicum,,3,3,30,28,"Gunay,Cengiz",OPT,Active
5151,UCOL,3573,CS, 370,000,Computer Science Practicum,,3,3,30,33,"Gunay,Cengiz",OPT,Active
5141,UCOL,6595,CS, 375R,01P,Independ. Software Development,Dynamic Web App. Development,1,3,999,1,"Gunay,Cengiz",OPT,Active
5151,UCOL,6578,CS, 375R,00P,Independ. Software Development,,1,1,10,3,"Gunay,Cengiz",OPT,Active
5129,UCOL,5635,CS, 485,000,Topics in Computer Science,Software Engineering,4,4,15,1,"Gunay,Cengiz",OPT,Active
5139,UCOL,6279,CS, 485,001,Topics in Computer Science,Software Engineering,3,3,8,3,"Gunay,Cengiz",OPT,Active
5149,UCOL,9754,CS, 485,000,Topics in Computer Science,Software Engineering,3,3,15,8,"Gunay,Cengiz",OPT,Active
5129,GSAS,5634,CS, 540,000,Software Engineering,,4,4,15,3,"Gunay,Cengiz",GRD,Active
5139,GSAS,6184,CS, 540,000,Software Engineering,,3,3,8,3,"Gunay,Cengiz",GRD,Active
5149,GSAS,9748,CS, 540,000,Software Engineering,,3,3,25,7,"Gunay,Cengiz",GRD,Active
5139,GSAS,6185,CS, 570,000,Data Mining,,3,3,25,25,"Gunay,Cengiz",OPT,Active
5131,GSAS,5912,CS, 597R,GUNA,Directed Study,,1,12,999,2,"Gunay,Cengiz",GRD,Active
5136,GSAS,2578,CS, 597R,GUNA,Directed Study,,4,4,999,0,"Gunay,Cengiz",OPT,Active
5151,GSAS,6265,CS, 597R,GUNA,Directed Study,,1,9,999,1,"Gunay,Cengiz",OPT,Active
5139,GSAS,6461,CS, 598R,GUNA,Rotation Project,,3,3,999,1,"Gunay,Cengiz",OPT,Active
5111,UCOL,3729,CS, 130R,001,Selected Programming Languages,Programming in Python,2,2,20,14,"Guo,Qi",OPT,Active
5111,UCOL,3729,CS, 130R,001,Selected Programming Languages,Programming in Python,2,2,20,14,"Guo,Qi",OPT,Active
5121,GSAS,2530,CS, 584,000,Topics In Computer Science,Clinical Informatics,4,4,20,4,"Gutman,David A",OPT,Active
5131,GSAS,5704,CS, 584,00P,Topics In Computer Science,Intro.to Clinical Environments,4,4,999,6,"Gutman,David A",OPT,Active
5149,GSAS,10053,CS, 597R,GUTM,Directed Study,,1,9,999,2,"Gutman,David A",OPT,Active
5121,GSAS,5595,CS, 598R,GUTM,Rotation Project,,4,4,5,1,"Gutman,David A",OPT,Active
5151,GSAS,6680,CS, 599R,GUTM,Research,,1,9,999,1,"Gutman,David A",OPT,Active
5089,GSAS,4431,CS, 598R,03P,Rotation Project,,4,4,999,0,"Haber,Eldad",OPT,Active
5101,GSAS,14102,CS, 799R,HABR,Dissertation Research,,1,12,999,1,"Haber,Eldad",GRD,Active
5149,GSAS,9997,CS, 597R,HERT,Directed Study,,1,9,999,1,"Hertzberg,Vicki",OPT,Active
5161,GSAS,6819,CS, 597R,HERT,Directed Study,,1,9,5,1,"Hertzberg,Vicki",OPT,Active
5161,GSAS,6731,CS, 598R,HERT,Rotation Project,,3,3,999,1,"Hertzberg,Vicki",OPT,Active
